# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-a" "analyses/03_annotation/braker3_chr3/braker_output/braker.gtf" "-o" "analyses/06_counts/featurecounts_braker_chr3.txt" "analyses/05_expression/mapping/control/Control_1.sorted.bam" "analyses/05_expression/mapping/control/Control_2.sorted.bam" "analyses/05_expression/mapping/control/Control_3.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam" "analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_expression/mapping/control/Control_1.sorted.bam	analyses/05_expression/mapping/control/Control_2.sorted.bam	analyses/05_expression/mapping/control/Control_3.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_1.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_2.sorted.bam	analyses/05_expression/mapping/heat_treated/Heat_3.sorted.bam
g2643	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	578516;578516;578516;578516;578516;579021;579021;579021;579021;579021;579384;579384;579384;579384;579384;579799;579799;579799;579799;579799;580114;580114;580114;580114;580114;580520;580520;580520;580520;580571;581390;581390;581390;581390;581683;581683;581683;581683;582068;582068;582068;582068;582311;582315;582315;582315;582315;582542;582542;582542;582542;582542;582639;582639;582639;582639;583156;583156;583156;583156;583156;583355;583355;583355;583355;583729;583729;583729;583729;583729;584727;584733;584733;584733;584903;584903;584903;584903	578842;578842;578842;578842;578842;579134;579134;579134;579134;579134;579485;579485;579485;579485;579485;579916;579916;579916;579916;579916;580298;580298;580298;580298;580298;580912;580874;580874;580874;580874;581488;581488;581488;581488;581813;581813;581813;581813;582191;582191;582191;582191;582417;582417;582417;582417;582417;582599;582587;582587;582587;582587;582653;582653;582653;582653;583248;583248;583248;583248;583248;583432;583432;583432;583432;583893;583895;583895;583895;583895;584792;584792;584792;584792;585038;585038;585038;585038	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2313	2372	562	562	654	454	652
g2644	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	585529;585562;586003;586003;586253;586253;586571;586571;587212;587212;587455;587455;587824;587824	585880;585880;586139;586139;586445;586445;586656;586656;587343;587343;587619;587619;588090;588090	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1332	16303	2693	4192	5461	6745	5199
g2645	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	589019;589453;591017;591247;591441;591792;592065;593029	589128;590862;591109;591302;591535;591866;592094;593445	-;-;-;-;-;-;-;-	2286	343	286	266	1937	2139	1090
g2646	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	594696;594696;595243;595243;595614;595614;595890;595890;596181;596181;596580;596580;596836;596836;597177;597177;597949;597949	594984;594984;595313;595313;595715;595715;595958;595958;596327;596360;596642;596642;596879;596879;597253;597253;598022;598022	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	969	633	778	831	844	340	806
g2647	contig_54_pilon;contig_54_pilon	598065;598788	598189;598998	-;-	336	96	132	104	179	75	94
g2648	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	600004;602189;603751;603839;603888;604267;604267;604615;604615;604948;604948;605278;605278;605779;605779	600153;602483;603807;604028;604028;604408;604408;604735;604735;605010;605010;605422;605422;605783;605783	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1168	2107	3566	3532	1842	1470	2429
g2649	contig_54_pilon;contig_54_pilon	609356;609647	609472;609736	-;-	207	0	0	0	0	0	0
g2650	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	614985;615840;616687;617973;618823;619743	615380;616388;616962;618717;619111;619773	-;-;-;-;-;-	2286	1010	263	268	341	303	568
g2651	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	620319;620608;621340;622449	620414;621076;621438;622633	-;-;-;-	849	2119	2320	2604	3399	2383	2604
g2652	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	622710;623036;623108;623401	622720;623050;623119;623743	-;-;-;-	381	395	573	696	518	467	421
g2653	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	626066;626603;626937;627249;627576	626560;626860;627026;627340;627687	-;-;-;-;-	1047	0	0	0	0	0	0
g2654	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	632605;633231;633400;633857	632726;633310;633498;633861	+;+;+;+	306	90	74	77	47	58	124
g2655	contig_54_pilon	633883	634104	+	222	618	526	720	792	1204	1395
g2656	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	635453;635453;635880;635880	635533;635533;636251;636275	-;-;-;-	477	146	98	157	104	42	96
g2657	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	638247;638534;638821;639991	638437;638567;638883;640014	+;+;+;+	312	224	123	154	218	187	200
g2658	contig_54_pilon;contig_54_pilon	640054;640525	641043;641043	+;+	990	1353	859	812	776	822	1100
g2659	contig_54_pilon;contig_54_pilon	641948;643252	643156;643404	-;-	1362	186	185	176	282	188	250
g2660	contig_54_pilon	644088	644774	+	687	87	125	95	206	60	143
g2661	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	646044;646044;646570;646570;646994;646994;647465;647465;647796;647796;648202;648202;648529;648529;649178;649178;650113;650113;650396;650396;650815;650815;651654;651694;651734;653088;654102;654710;655192;655783;656783;657165;657303	646281;646281;646772;646772;647250;647250;647542;647542;648021;648021;648409;648409;648847;648847;649912;649912;650301;650301;650569;650569;651302;651302;651661;651716;651772;653213;654216;654910;655376;656033;657074;657245;657506	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4640	1027	1028	1043	794	318	1168
g2662	contig_54_pilon	652959	653165	+	207	0	0	0	0	0	0
g2663	contig_54_pilon;contig_54_pilon;contig_54_pilon	666847;667075;667366	666969;667164;667371	-;-;-	219	0	0	0	0	0	0
g2664	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	672372;672670;673882;674099;674587;674881;675283;675602;675978;676199;676467;676811;677248;677595;678117;678416;678680;678927;679291	672545;672838;673950;674253;674643;675049;675353;675703;676087;676319;676667;676909;677385;677741;678206;678527;678761;679050;679488	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2388	595	804	750	371	300	542
g2665	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	680803;680803;681051;681051;681576;681576;681935;681935;682305;682305;682759;682779;683305;683305	680886;680886;681161;681161;681737;681737;682065;682065;682497;682487;683200;683200;683402;683402	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1221	144	87	112	102	27	74
g2666	contig_54_pilon;contig_54_pilon;contig_54_pilon	684818;684818;684818	686740;686155;686587	-;-;-	1923	1959	1179	1314	2628	1641	3277
g2667	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	686821;687197;687376;689783	686835;687306;687500;689820	-;-;-;-	288	259	162	212	396	116	377
g2668	contig_54_pilon	689856	690638	+	783	25	18	37	47	66	30
g2669	contig_54_pilon;contig_54_pilon;contig_54_pilon	690739;691583;692142	691001;691889;692297	+;+;+	726	1322	1419	1354	1543	1251	1088
g2670	contig_54_pilon;contig_54_pilon;contig_54_pilon	694784;695644;698659	695098;695717;698848	+;+;+	579	0	0	1	2	0	4
g2671	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	701802;701985;702504;702726;702940;703063;703335;703884;704247;704566;704864;705238	701897;702387;702649;702773;703006;703175;703505;704048;704411;704700;704961;705436	+;+;+;+;+;+;+;+;+;+;+;+	1806	57	155	124	372	170	184
g2672	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	705844;706227;706839;707244;707293;707645;707645;707952;707952;708647;708647;708998;708998;709372;709372	706049;706529;706972;707375;707375;707820;707820;708364;708364;708741;708741;709096;709096;709737;709737	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1924	918	1052	1010	824	447	1270
g2673	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	714909;715460;715871;716156;716442;717082;717287;717538;717682;719267	715139;715552;716014;716242;716661;717232;717343;717574;717754;719628	-;-;-;-;-;-;-;-;-;-	1455	1102	1888	1381	926	555	1079
g2674	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	719696;720436;720903;721011;721929	719776;720636;720930;721844;722320	+;+;+;+;+	1536	1616	2097	2614	5106	3425	4581
g2675	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	732875;733227;733497;733809;733848;733904;736491;736491;736932;736932;737414;737414;737783;737783;738285;738285;738801;739290	733150;733420;733714;733830;735891;735891;736807;736807;737198;737198;737646;737646;738076;738076;738507;738503;738900;739355	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4254	3036	18037	23842	2380	1322	2027
g2676	contig_54_pilon;contig_54_pilon;contig_54_pilon	751626;751998;753027	751950;752055;753090	+;+;+	447	75	68	67	188	103	107
g2677	contig_54_pilon	753123	753731	+	609	171	207	275	196	103	193
g2678	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	753797;753934;755337;756421;757172	753864;755201;756323;756973;758156	+;+;+;+;+	3861	1996	2165	2343	1571	827	1548
g2679	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	759553;759720;760330;760401;760579	759577;759811;760336;760421;761090	-;-;-;-;-	657	436	634	654	644	445	913
g2680	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	761865;762648;762991;763293;763637;763834;764053;764826;765106	761902;762759;763116;763451;763739;763919;764715;764856;765113	-;-;-;-;-;-;-;-;-	1326	3230	2583	3521	4319	2516	5571
g2681	contig_54_pilon;contig_54_pilon;contig_54_pilon	765200;765805;766955	765221;766612;767480	-;-;-	1356	520	386	486	952	435	1238
g2682	contig_54_pilon	770595	771563	+	969	2	4	2	120	0	40
g2683	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	781777;782434;782849;783140;783651;784849;785550;785825;786109;786348;786785	781998;782719;782997;783210;783693;785149;785632;785908;786177;786415;787142	+;+;+;+;+;+;+;+;+;+;+	1734	6	8	3	0	0	0
g2684	contig_54_pilon;contig_54_pilon;contig_54_pilon	791783;792233;792761	791923;792333;793400	-;-;-	882	0	2	0	10	0	0
g2685	contig_54_pilon	796532	797500	+	969	4	16	6	345	18	83
g2686	contig_54_pilon;contig_54_pilon	802250;802565	802454;802641	+;+	282	0	0	0	0	0	0
g2687	contig_54_pilon;contig_54_pilon;contig_54_pilon	802644;803704;803931	803549;803837;804255	-;-;-	1365	0	0	0	0	0	0
g2688	contig_54_pilon	804453	805781	-	1329	0	0	0	0	0	0
g2689	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	807080;807376;810217;810562;810758;810925;811441;811772;812047;812495;812707;813030;813544;813748;814129;814411;814710	807181;807470;810325;810636;810869;811336;811636;811942;812262;812607;812962;813413;813657;813890;814316;814555;814941	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3063	0	0	0	0	0	0
g2690	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	820358;821011;821859;822183	820960;821526;822012;822358	-;-;-;-	1449	0	0	0	0	0	0
g2691	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	826678;827369;827796;828077;828489;829786;830489;830764;831048;831288;831518;831709	826932;827688;827934;828133;828653;830086;830571;830847;831116;831355;831566;831729	+;+;+;+;+;+;+;+;+;+;+;+	1611	0	1	1	0	0	0
g2692	contig_54_pilon	832567	832974	+	408	0	0	0	0	0	0
g2693	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	835929;836101;836581;836894	836045;836481;836655;836986	+;+;+;+	666	5	8	25	0	0	0
g2694	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	837010;837252;837558;837762;837955	837072;837440;837635;837818;838071	+;+;+;+;+	504	12	111	68	0	0	2
g2695	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	844425;844682;844888;845093;845297;845418;845589;845938;846226	844567;844782;844994;845149;845341;845438;845651;846028;846245	+;+;+;+;+;+;+;+;+	648	4	82	26	4	0	2
g2696	contig_54_pilon	849800	850009	-	210	0	0	0	0	0	0
g2697	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	851303;852046;852315;852617	851871;852136;852410;852631	-;-;-;-	771	837	1193	1213	1247	842	1060
g2698	contig_54_pilon	853022	853555	+	534	87	150	142	106	156	156
g2699	contig_54_pilon	864250	864633	-	384	184	302	464	82	37	92
g2700	contig_54_pilon;contig_54_pilon	867314;868402	867911;868424	-;-	621	0	0	0	0	0	0
g2701	contig_54_pilon;contig_54_pilon	871242;871922	871534;872006	-;-	378	0	0	0	0	0	0
g2702	contig_54_pilon	884398	884700	-	303	0	0	0	0	0	0
g2703	contig_54_pilon;contig_54_pilon;contig_54_pilon	889348;890196;890339	889471;890237;890661	+;+;+	489	0	0	0	0	0	0
g2704	contig_54_pilon	895661	895957	-	297	0	0	0	0	0	0
g2705	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	912644;912954;915344;918862;923789;929183	912728;913066;915569;918960;923906;929228	-;-;-;-;-;-	687	340	273	301	949	532	632
g2706	contig_54_pilon;contig_54_pilon;contig_54_pilon	929371;929703;930374	929398;930084;930560	+;+;+	597	6491	7324	7013	13483	14978	10837
g2707	contig_54_pilon;contig_54_pilon;contig_54_pilon	931964;932464;932745	932250;932486;933022	+;+;+	588	0	0	0	14	0	20
g2708	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	933830;934154;934437;935022;935285	933943;934288;934494;935164;935287	-;-;-;-;-	453	10249	9081	10907	19376	19434	13116
g2709	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	935457;935660;936239;937018;937362;937749;938241;938601;938851;939120;939251;939531	935480;935822;936582;937190;937455;937859;938330;938686;938915;939207;939272;939569	+;+;+;+;+;+;+;+;+;+;+;+	1299	1033	1045	1392	2346	1943	3168
g2710	contig_54_pilon	940296	940922	-	627	2	0	4	51	30	102
g2711	contig_54_pilon	943591	944256	-	666	1	0	0	0	0	0
g2712	contig_54_pilon;contig_54_pilon	944582;944927	944817;945086	-;-	396	2	0	0	0	0	0
g2713	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	954054;954054;956239;956239;957176;957176;957332;957332;957617;957617;957875;957875;958265;958265;959300;959300;959766;959766;960391;960391;960971;960971	954086;954086;956527;956527;957215;957215;957489;957489;957655;957655;958025;958025;958929;958938;959514;959514;960178;960178;960772;960772;961093;961093	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2517	564	821	678	381	168	665
g2714	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	964547;964767;965007;965961;966091;966451;966678;966888;967138;967860;968304;968635	964709;964931;965150;966028;966243;966502;966723;966969;967365;968101;968370;969393	+;+;+;+;+;+;+;+;+;+;+;+	2169	995	2155	3391	1714	776	2074
g2715	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	970771;970771;971625;971625;972400;972634;972875;973056;973217	970935;970935;972296;972284;972469;972714;972983;973107;973333	-;-;-;-;-;-;-;-;-	1266	227	997	1418	404	331	239
g2716	contig_54_pilon;contig_54_pilon	973507;975222	973724;975540	+;+	537	0	0	0	0	1	0
g2717	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	982261;982473;983162;983285;983566	982304;982558;983198;983318;983658	-;-;-;-;-	294	40	41	29	15	1	31
g2718	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	983707;983954;984049;984239;984518;984662;984931;985150;985312;985521	983746;984001;984100;984337;984537;984747;985081;985217;985339;985603	-;-;-;-;-;-;-;-;-;-	675	76	63	81	28	0	35
g2719	contig_54_pilon	986087	987061	+	975	23	16	16	6	4	22
g2720	contig_54_pilon;contig_54_pilon	987753;988365	987957;988498	-;-	339	6	2	6	0	2	10
g2721	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	992957;993343;993722;994181;994486	993104;993578;993928;994343;994841	-;-;-;-;-	1110	266	563	585	7	73	84
g2722	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	994985;995240;995467;997460;998001;998482	995092;995360;995674;997932;998089;998511	+;+;+;+;+;+	1029	63	98	93	350	172	240
g2723	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	998561;999332;999651;999987;1000291	998590;999409;999726;1000060;1000365	+;+;+;+;+	333	319	492	368	542	349	704
g2724	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	1009140;1009382;1009669;1009949;1010345	1009207;1009444;1009786;1010032;1010488	-;-;-;-;-	477	3554	6953	5785	1275	2937	2111
g2725	contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon;contig_54_pilon	1016466;1017262;1017459;1017693;1017979;1018367;1018654;1019023;1019467;1019750;1020001	1016652;1017293;1017548;1017787;1018186;1018436;1018732;1019156;1019576;1019832;1020103	+;+;+;+;+;+;+;+;+;+;+	1191	996	752	980	1937	1499	1974
g2726	contig_54_pilon;contig_54_pilon;contig_54_pilon	1021859;1022997;1023810	1022308;1023269;1024661	+;+;+	1575	2981	3059	2665	410	440	1218
